bs_mean_price,bs_median_price,bs_std_price,bs_price_trend_slope,bs_correlation
105704.87064948848,97057.5952848723,26983.48586663078,1928.3479979249562,0.9619822785168941
111067.32597654061,96992.65239181306,33488.41858692923,2132.6580459875117,0.9774618692969794
105826.92856748069,98322.22352604465,27752.615923274527,1811.6027874632316,0.9523157080159904
108549.23382034087,101316.64160887655,28694.736528057663,1945.4690261864214,0.9698350758112667
103105.95588157307,97256.41175574632,26046.538915636527,1715.4281414114137,0.9564132604584482
104980.91635824606,96927.7094987538,26399.283876006724,1798.8992694212898,0.959156846464077
113420.16977756597,102536.49025389676,29195.737922402088,2125.425508901717,0.9687011416746403
112557.40999438737,103302.14457239743,28679.56032828408,1980.9663650846537,0.9581800792695935
111316.51180857823,99316.80114357627,31734.532567477752,2093.9251401007664,0.9742350845612255
104325.82505913389,96927.7094987538,28735.615863884104,1953.6056467273588,0.9695479584733185
105865.07353578902,102082.29592737724,25895.19127193792,1791.9949921520554,0.9446943460032021
107795.37381008164,99316.80114357627,25682.235640403225,1983.0253421045609,0.9668186304038855
105829.5575854386,95385.91154311763,30269.57330178204,2193.6108098360028,0.9747329639056267
107531.20591410587,96381.65153604753,31528.00632635652,1976.990510084616,0.9789514189564581
105670.91194815752,97321.35464880557,27046.47654568482,2030.6125656307834,0.9738448225704776
105249.2719930719,97057.5952848723,29930.033306636466,1940.3061086813057,0.9709933587695785
105506.87843283995,97321.35464880557,28078.21630777331,1845.7224322023428,0.9700004941138974
100043.83844607796,90359.51024579984,26254.70916805703,1838.9284450560544,0.9605855950547926
111543.75235147966,96927.7094987538,33937.2701916321,2145.1721732123497,0.9803709234971076
115345.01034816785,99187.11844687443,31977.42501931832,2296.0819682707815,0.974135983924597
99969.55985165834,90495.8790951638,27181.792520898525,1797.3264797363743,0.9708358337442337
100878.78282443923,85744.72194253067,25477.473380048876,1720.886818396526,0.9657833881074943
109154.8288183749,99685.35590022919,27607.89710901301,1936.3211202347047,0.9466390581569378
107382.40525219402,98322.22352604465,29866.67838706727,1969.224762577458,0.9704143114076859
112590.82373483472,97585.11401273884,31827.55494729563,2086.6797442274537,0.973804971960174
104227.95374742885,98322.22352604465,23411.672702242406,1853.7086387292313,0.9544250054080279
103692.54765904443,101048.48827441371,25845.578181432382,1673.5191155851608,0.951661380800572
105673.62552449497,95996.91239888314,30105.029312484363,1993.178337946716,0.9776041891069649
110923.37134594121,97953.66876939175,28747.228107677794,2133.2954512156093,0.9750828365304046
111477.08275492128,99053.04177964301,30471.77747243196,1971.1009958741924,0.9580861041314819
109086.75272780987,96927.7094987538,30099.36022588647,2203.333545793242,0.9772445483927432
109098.11621269149,97585.11401273884,28810.71239800654,2168.555261251834,0.9679550139408288
110664.96284272331,103756.33889891696,31859.961688825377,2016.274197821496,0.9765420793930132
106518.98642695967,96381.65153604753,30928.57842880432,2017.2986203454418,0.9703262057807863
104242.21068411057,96381.65153604753,29062.755142178987,1988.8736487439837,0.9573837335539314
117543.09091394134,107985.88258885511,30548.47095613271,2153.9517982124426,0.9659590871955861
98791.50317490504,94936.229512894,22106.446091604117,1747.3280099867682,0.9682611149057138
103163.44558694157,95385.91154311763,27363.453255956687,1937.3452178794068,0.9743220479740867
107351.81975338503,95385.91154311763,32239.51639675781,2174.0068858240425,0.9863802374776227
109590.03520047746,102536.49025389676,27213.83193654414,1978.5912892386425,0.9565732114183126
104397.41153332808,90495.8790951638,30194.78888093319,2111.1030940863534,0.9817080749944139
108650.74696911412,103302.14457239743,26297.580562637148,1914.2541326994026,0.9588569949983141
105230.08983472675,90495.8790951638,30896.76135285363,1899.009107925469,0.9738088356810672
111572.60424102166,101182.56494164513,29740.795437551882,2014.1027985321184,0.9749421881355038
107303.1520881654,96927.7094987538,31379.367992721316,1949.136011449859,0.9734477883123351
104767.07662564423,95835.59357334126,29206.956862151244,2021.4780825244145,0.9782652899930482
108922.08278902654,96927.7094987538,33448.06621393746,2136.2093800605867,0.9871653893397125
109067.72469040104,97689.90940545847,32857.505224059234,2111.4475256878686,0.985436062959738
102844.49245286663,96381.65153604753,25067.524178021064,1926.8341852145804,0.9533519362155544
110984.07129639028,102675.31195770111,31524.17275785164,1940.1271585726506,0.9674676152154265
103517.02768178358,94936.229512894,28084.05021178459,1943.0076765143194,0.9754304019068011
107987.99476206943,97585.11401273884,28980.65896282279,1937.2244768602459,0.9687530792848063
98609.56235427805,90176.89884004615,24397.898451019973,1705.3656503191971,0.9677273729812249
100763.66856610803,97321.35464880557,22335.041716015046,1664.744683388633,0.9591024067571722
107878.48133818868,97057.5952848723,27912.9263301307,2030.5437709841478,0.9694761960876053
105729.71503312723,97321.35464880557,28631.505194360827,1911.3904823086305,0.9606629965930494
100881.37875079071,95835.59357334126,25102.97786328622,1744.2365134720108,0.962398309483028
108372.31353662237,97057.5952848723,27740.630285603234,2176.758315470816,0.97246093967381
111732.77833946653,99685.35590022919,30319.558358689883,1942.5500873949256,0.9713905595670665
103958.20797832937,92716.05430402889,28657.885989978113,2052.493928296899,0.97251750672013
110230.63473105516,99819.43256746061,32695.739139794066,2289.7406895388754,0.9773221125721858
111217.05143630599,103302.14457239743,30756.36109252728,2082.634636559563,0.9689295609101252
104172.648780962,96927.7094987538,28541.331528215313,2117.5207560001686,0.9713255527695347
107718.53059985481,97057.5952848723,28765.71564979845,1923.7740687690714,0.9613768039896026
106255.14238556933,96992.65239181306,28082.905618113506,1986.832001033613,0.9707695326605207
109001.6097645744,99819.43256746061,31905.55605622559,1949.1302707256125,0.9763757750405587
107621.19151600187,97057.5952848723,29093.6706833541,2033.370105626453,0.9706464914415086
102744.26401593098,96446.59442910677,26402.570043239215,1859.8845110124712,0.9601639234581316
109016.65904136364,96381.65153604753,29083.75733799155,2198.1973972621236,0.9716834825674145
112035.74543308774,101182.56494164513,33790.14837827123,2077.05801407409,0.9766187498710575
103019.83898479839,96381.65153604753,26246.968342731183,1830.6447460603188,0.9685624473387271
120540.1471894537,123947.27977620292,34014.77596099793,2285.678790609386,0.9706355144603611
105023.65738216178,93165.73633425252,29008.144536577824,1959.534260953563,0.9680995350593345
111858.17966406066,102082.29592737724,28637.433590219567,1918.9798962269194,0.9703783489272592
109289.66369411146,102082.29592737724,30592.948800361715,1892.9083669766746,0.9672412794035291
